Rk,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Player URL,
139,2008,2010,TOT,NBA,Devin Brown,191,62,3691,464,1205,333,798,131,407,254,328,125,381,506,294,117,18,215,297,1313,.385,.417,.322,.439,.774,.487,/players/b/brownde02.html,
140,2015,2015,LAL,NBA,Jabari Brown,19,5,568,70,170,47,108,23,62,64,85,3,33,36,40,12,2,32,33,227,.412,.435,.371,.479,.753,.547,/players/b/brownja01.html,
141,2017,2017,BOS,NBA,Jaylen Brown,78,20,1341,192,423,146,288,46,135,85,124,45,175,220,64,35,18,68,142,515,.454,.507,.341,.508,.685,.539,/players/b/brownja02.html,
142,2008,2013,TOT,NBA,Kwame Brown,241,110,4542,456,887,456,886,0,1,294,602,381,855,1236,155,101,108,235,545,1206,.514,.515,.000,.514,.488,.523,/players/b/brownkw01.html,
143,2014,2016,TOT,NBA,Lorenzo Brown,63,7,834,86,233,76,167,10,66,24,36,22,83,105,142,44,10,55,72,206,.369,.455,.152,.391,.667,.414,/players/b/brownlo01.html,
144,2015,2016,BRK,NBA,Markel Brown,109,35,1763,203,532,148,347,55,185,118,151,39,190,229,130,69,27,81,151,579,.382,.427,.297,.433,.781,.484,/players/b/brownma02.html,
145,2008,2008,BOS,NBA,P.J. Brown,18,0,209,14,41,14,40,0,1,11,16,29,39,68,10,5,8,10,29,39,.341,.350,.000,.341,.688,.406,/players/b/brownpj01.html,
146,2008,2015,TOT,NBA,Shannon Brown,385,55,7127,1170,2780,901,1974,269,806,436,539,171,568,739,448,277,87,364,514,3045,.421,.456,.334,.469,.809,.505,/players/b/brownsh01.html,
147,2017,2017,DAL,NBA,Nicolas Brussino,54,2,521,52,141,23,46,29,95,17,22,26,69,95,47,17,8,26,43,150,.369,.500,.305,.472,.773,.498,/players/b/brussni01.html,
148,2008,2016,LAL,NBA,Kobe Bryant,562,562,20258,5038,11440,4147,8671,891,2769,3380,4050,546,2428,2974,2745,774,173,1725,1242,14347,.440,.478,.322,.479,.835,.543,/players/b/bryanko01.html,
149,2008,2009,TOT,NBA,Greg Buckner,94,4,1398,106,276,78,175,28,101,39,47,42,153,195,96,50,10,67,171,279,.384,.446,.277,.435,.830,.470,/players/b/buckngr01.html,
150,2010,2016,TOT,NBA,Chase Budinger,407,50,7998,1188,2766,775,1594,413,1172,409,513,238,1002,1240,473,213,65,310,485,3198,.430,.486,.352,.504,.797,.534,/players/b/budinch01.html,
151,2014,2017,TOT,NBA,Reggie Bullock,147,7,1629,164,417,77,172,87,245,32,40,39,197,236,76,47,10,39,96,447,.393,.448,.355,.498,.800,.514,/players/b/bullore01.html,
152,2014,2017,TOT,NBA,Trey Burke,267,111,6619,1089,2791,735,1739,354,1052,300,369,93,478,571,972,153,32,383,404,2832,.390,.423,.337,.454,.813,.479,/players/b/burketr01.html,
153,2012,2017,UTA,NBA,Alec Burks,301,42,6618,1053,2458,872,1955,181,503,747,993,205,672,877,534,184,46,412,573,3034,.428,.446,.360,.465,.752,.524,/players/b/burksal01.html,
154,2008,2016,TOT,NBA,Caron Butler,520,404,15517,2541,5877,1936,4199,605,1678,1203,1412,469,1812,2281,1103,580,114,830,1098,6890,.432,.461,.361,.484,.852,.530,/players/b/butleca01.html,
155,2012,2017,CHI,NBA,Jimmy Butler,399,294,12880,2007,4483,1669,3481,338,1002,1856,2241,568,1353,1921,1254,583,183,562,567,6208,.448,.479,.337,.485,.828,.568,/players/b/butleji01.html,
156,2008,2016,TOT,NBA,Rasual Butler,467,165,9729,1233,3034,705,1551,528,1483,331,422,156,892,1048,377,166,224,254,561,3325,.406,.455,.356,.493,.784,.516,/players/b/butlera01.html,
157,2014,2015,TOT,NBA,Dwight Buycks,20,0,269,33,88,21,60,12,28,17,19,6,29,35,24,11,0,22,14,95,.375,.350,.429,.443,.895,.493,/players/b/buyckdw01.html,
158,2012,2012,SAS,NBA,Derrick Byars,2,0,37,3,11,3,5,0,6,4,4,6,5,11,1,2,0,0,2,10,.273,.600,.000,.273,1.000,.392,/players/b/byarsde01.html,
159,2008,2014,TOT,NBA,Andrew Bynum,290,266,8559,1637,2921,1636,2915,1,6,836,1190,834,1823,2657,387,117,507,512,723,4111,.560,.561,.167,.561,.703,.597,/players/b/bynuman01.html,
160,2009,2015,TOT,NBA,Will Bynum,345,29,6449,1096,2477,1014,2177,82,300,593,739,122,427,549,1166,249,29,564,660,2867,.442,.466,.273,.459,.802,.512,/players/b/bynumwi01.html,
161,2015,2017,TOR,NBA,Bruno Caboclo,23,1,106,11,40,6,24,5,16,0,0,7,7,14,5,4,3,10,9,27,.275,.250,.313,.338,,.338,/players/c/cabocbr01.html,
162,2014,2015,MEM,NBA,Nick Calathes,129,7,2011,246,558,216,454,30,104,68,117,42,201,243,353,129,13,162,217,590,.441,.476,.288,.468,.581,.484,/players/c/calatni01.html,
163,2008,2017,TOT,NBA,Jose Calderon,648,537,18996,2505,5318,1676,3330,829,1988,697,784,227,1502,1729,4241,568,57,1052,1102,6536,.471,.503,.417,.549,.889,.577,/players/c/caldejo01.html,
164,2014,2017,DET,NBA,Kentavious Caldwell-Pope,314,274,9488,1345,3320,866,1885,479,1435,496,632,209,732,941,495,367,59,313,591,3665,.405,.459,.334,.477,.785,.509,/players/c/caldwke01.html,
165,2008,2013,TOT,NBA,Marcus Camby,357,316,10139,1040,2266,1029,2229,11,37,433,659,1003,2811,3814,814,328,754,436,800,2524,.459,.462,.297,.461,.657,.494,/players/c/cambyma01.html,
166,2014,2017,TOT,NBA,Isaiah Canaan,185,60,3748,500,1360,190,480,310,880,250,302,51,284,335,294,115,20,195,276,1560,.368,.396,.352,.482,.828,.522,/players/c/canaais01.html,
167,2015,2017,HOU,NBA,Clint Capela,154,94,3112,607,989,607,988,0,1,178,411,382,674,1056,112,94,180,152,383,1392,.614,.614,.000,.614,.433,.595,/players/c/capelca01.html,
168,2011,2011,LAL,NBA,Derrick Caracter,41,0,215,32,66,32,66,0,0,17,23,19,24,43,7,4,10,19,47,81,.485,.485,,.485,.739,.532,/players/c/caracde01.html,
169,2008,2012,TOT,NBA,Brian Cardinal,230,9,2511,179,486,69,168,110,318,82,96,86,274,360,178,88,27,103,373,550,.368,.411,.346,.481,.854,.521,/players/c/cardibr01.html,
170,2008,2011,TOT,NBA,Rodney Carney,232,13,3431,493,1207,318,688,175,519,175,237,125,335,460,106,121,77,114,302,1336,.408,.462,.337,.481,.738,.509,/players/c/carnero01.html,
171,2010,2017,TOT,NBA,DeMarre Carroll,414,258,9502,1229,2778,830,1673,399,1105,479,658,470,1101,1571,469,426,106,305,816,3336,.442,.496,.361,.514,.728,.544,/players/c/carrode01.html,
172,2008,2013,TOT,NBA,Matt Carroll,268,31,3937,476,1166,329,764,147,402,208,259,64,369,433,168,105,38,145,363,1307,.408,.431,.366,.471,.803,.511,/players/c/carroma01.html,
173,2008,2012,TOT,NBA,Anthony Carter,259,79,5278,523,1202,423,865,100,337,148,194,96,482,578,1015,277,64,393,455,1294,.435,.489,.297,.477,.763,.503,/players/c/cartean01.html,
174,2008,2017,TOT,NBA,Vince Carter,726,351,19769,3384,7985,2278,5003,1106,2982,1711,2108,524,2236,2760,1960,627,279,969,1792,9585,.424,.455,.371,.493,.812,.538,/players/c/cartevi01.html,
175,2014,2017,TOT,NBA,Michael Carter-Williams,235,189,7058,1154,2834,1033,2354,121,480,624,897,237,982,1219,1277,359,137,719,644,3053,.407,.439,.252,.429,.696,.473,/players/c/cartemi01.html,
176,2008,2008,TOT,NBA,Sam Cassell,55,34,1274,233,532,210,456,23,76,127,144,17,119,136,214,37,6,97,98,616,.438,.461,.303,.460,.882,.517,/players/c/cassesa01.html,
177,2010,2017,TOT,NBA,Omri Casspi,499,138,10699,1512,3413,1044,2139,468,1274,624,925,426,1614,2040,585,324,106,535,811,4116,.443,.488,.367,.512,.675,.539,/players/c/casspom01.html,
178,2016,2017,SAC,NBA,Willie Cauley-Stein,141,60,2833,446,820,446,816,0,4,182,276,219,472,691,117,101,110,115,293,1074,.544,.547,.000,.544,.659,.570,/players/c/caulewi01.html,
179,2009,2016,TOT,NBA,Mario Chalmers,580,390,15824,1768,4198,1066,2236,702,1962,998,1269,198,1230,1428,2215,871,89,1085,1577,5236,.421,.477,.358,.505,.786,.550,/players/c/chalmma01.html,
180,2008,2017,TOT,NBA,Tyson Chandler,620,589,18539,2228,3544,2228,3539,0,5,1459,2160,2067,4089,6156,506,358,661,908,1724,5915,.629,.630,.000,.629,.675,.658,/players/c/chandty01.html,
181,2008,2017,TOT,NBA,Wilson Chandler,516,376,16030,2801,6295,2111,4260,690,2035,923,1201,605,2211,2816,925,386,342,759,1449,7215,.445,.496,.339,.500,.769,.529,/players/c/chandwi01.html,
182,2015,2015,CLE,NBA,Will Cherry,8,0,69,5,19,3,10,2,9,3,6,1,4,5,8,6,1,4,10,15,.263,.300,.222,.316,.500,.347,/players/c/cherrwi01.html,
183,2008,2014,TOT,NBA,Josh Childress,182,3,3783,502,907,474,804,28,103,252,338,280,361,641,200,121,74,152,239,1284,.553,.590,.272,.569,.746,.608,/players/c/childjo01.html,
184,2017,2017,PHO,NBA,Marquese Chriss,82,75,1743,284,632,212,408,72,224,113,181,96,252,348,60,67,70,108,263,753,.449,.520,.321,.506,.624,.529,/players/c/chrisma01.html,
185,2014,2014,PHO,NBA,Dionte Christmas,31,0,198,22,62,13,31,9,31,18,24,13,25,38,8,2,3,6,19,71,.355,.419,.290,.427,.750,.489,/players/c/chrisdi01.html,
186,2016,2017,IND,NBA,Rakeem Christmas,30,0,225,21,45,21,45,0,0,21,29,27,30,57,4,3,6,8,38,63,.467,.467,,.467,.724,.545,/players/c/chrisra01.html,
187,2017,2017,OKC,NBA,Semaj Christon,64,1,973,77,223,65,160,12,63,17,31,19,68,87,130,28,7,43,79,183,.345,.406,.190,.372,.548,.387,/players/c/chrisse01.html,
188,2015,2015,UTA,NBA,Patrick Christopher,4,1,29,3,12,3,8,0,4,0,0,2,4,6,0,1,0,1,6,6,.250,.375,.000,.250,,.250,/players/c/chrispa01.html,
189,2010,2015,TOT,NBA,Earl Clark,261,54,3630,453,1125,371,875,82,250,150,226,195,583,778,134,83,136,175,323,1138,.403,.424,.328,.439,.664,.465,/players/c/clarkea01.html,
190,2014,2017,TOT,NBA,Ian Clark,196,1,2079,345,757,233,449,112,308,86,108,42,182,224,181,73,26,121,179,888,.456,.519,.364,.530,.796,.552,/players/c/clarkia01.html,
191,2016,2016,BOS,NBA,Coty Clarke,3,0,6,2,4,0,2,2,2,0,0,0,1,1,0,0,0,1,0,6,.500,.000,1.000,.750,,.750,/players/c/clarkco01.html,
192,2015,2017,LAL,NBA,Jordan Clarkson,220,136,6425,1219,2765,953,1968,266,797,429,530,198,552,750,611,227,27,395,427,3133,.441,.484,.334,.489,.809,.522,/players/c/clarkjo01.html,
193,2013,2015,POR,NBA,Victor Claver,80,16,1072,100,251,66,135,34,116,24,41,43,135,178,56,30,16,58,103,258,.398,.489,.293,.466,.585,.479,/players/c/clavevi01.html,
194,2009,2009,ATL,NBA,Speedy Claxton,2,0,15,2,7,2,7,0,0,1,2,0,0,0,3,0,0,0,1,5,.286,.286,,.286,.500,.317,/players/c/claxtsp01.html,
195,2012,2017,TOT,NBA,Norris Cole,360,60,8018,1005,2469,798,1830,207,639,289,389,79,623,702,981,280,34,517,679,2506,.407,.436,.324,.449,.743,.475,/players/c/coleno01.html,
196,2008,2011,TOT,NBA,Jarron Collins,158,22,1345,70,169,70,168,0,1,71,120,96,143,239,52,18,11,48,212,211,.414,.417,.000,.414,.592,.476,/players/c/collija03.html,
197,2008,2014,TOT,NBA,Jason Collins,268,96,3166,153,370,152,364,1,6,107,196,168,323,491,84,68,63,126,534,414,.414,.418,.167,.415,.546,.454,/players/c/collija04.html,
198,2008,2010,TOT,NBA,Mardy Collins,137,22,1994,209,550,184,470,25,80,64,105,63,169,232,244,78,19,146,181,507,.380,.391,.313,.403,.610,.425,/players/c/collima01.html,
199,2011,2011,CHA,NBA,Sherron Collins,20,0,66,7,25,5,15,2,10,1,1,0,5,5,8,2,0,4,2,17,.280,.333,.200,.320,1.000,.334,/players/c/collish01.html,
200,2010,2017,TOT,NBA,Darren Collison,563,378,16635,2646,5640,2186,4429,460,1211,1397,1639,259,1216,1475,2716,617,82,1171,947,7149,.469,.494,.380,.510,.852,.562,/players/c/collida01.html,
201,2008,2017,TOT,NBA,Nick Collison,665,90,13306,1484,2743,1463,2650,21,93,593,822,1231,2040,3271,747,343,318,609,1746,3582,.541,.552,.226,.545,.721,.577,/players/c/collini01.html,
202,2008,2017,MEM,NBA,Mike Conley,706,676,22985,3628,8196,2721,5805,907,2391,1887,2316,300,1761,2061,4011,1055,137,1438,1401,10050,.443,.469,.379,.498,.815,.545,/players/c/conlemi01.html,
203,2016,2017,POR,NBA,Pat Connaughton,73,1,459,50,121,28,67,22,54,12,14,21,63,84,38,8,2,27,29,134,.413,.418,.407,.504,.857,.527,/players/c/connapa01.html,
204,2010,2013,TOT,NBA,Will Conroy,9,0,56,3,19,3,13,0,6,1,4,1,3,4,7,0,0,4,6,7,.158,.231,.000,.158,.250,.169,/players/c/conrowi01.html,
205,2008,2012,TOT,NBA,Brian Cook,168,2,1567,226,601,124,318,102,283,53,68,65,244,309,58,34,33,94,247,607,.376,.390,.360,.461,.779,.481,/players/c/cookbr01.html,
206,2008,2013,TOT,NBA,Daequan Cook,328,49,5993,758,2056,316,824,442,1232,156,192,75,628,703,243,120,48,177,478,2114,.369,.383,.359,.476,.813,.494,/players/c/cookda02.html,
207,2017,2017,TOT,NBA,Quinn Cook,14,0,188,33,66,22,40,11,26,2,5,1,6,7,26,4,0,13,13,79,.500,.550,.423,.583,.400,.579,/players/c/cookqu01.html,
208,2015,2015,UTA,NBA,Jack Cooley,16,0,87,9,22,9,22,0,0,9,21,10,15,25,1,6,3,3,23,27,.409,.409,,.409,.429,.432,/players/c/cooleja01.html,
209,2013,2016,TOT,NBA,Chris Copeland,171,26,2111,366,858,212,436,154,422,112,149,65,207,272,107,32,30,129,237,998,.427,.486,.365,.516,.752,.540,/players/c/copelch01.html,
210,2015,2016,TOT,NBA,Bryce Cotton,23,0,198,33,79,26,56,7,23,15,18,3,15,18,18,7,0,17,8,88,.418,.464,.304,.462,.833,.506,/players/c/cottobr01.html,
211,2011,2011,UTA,NBA,Marcus Cousin,4,0,18,2,3,2,3,0,0,0,0,0,3,3,0,0,1,1,1,4,.667,.667,,.667,,.667,/players/c/cousima01.html,
212,2011,2017,TOT,NBA,DeMarcus Cousins,487,465,15570,3699,8060,3487,7418,212,642,2698,3667,1417,3850,5267,1468,686,577,1686,1883,10308,.459,.470,.330,.472,.736,.533,/players/c/couside01.html,
213,2014,2017,TOT,NBA,Robert Covington,211,165,6012,871,2214,393,863,478,1351,461,568,224,952,1176,304,331,140,403,627,2681,.393,.455,.354,.501,.812,.544,/players/c/covinro01.html,
214,2014,2017,POR,NBA,Allen Crabbe,226,24,5142,689,1511,407,825,282,686,218,257,54,470,524,238,138,52,144,447,1878,.456,.493,.411,.549,.848,.578,/players/c/crabbal01.html,
215,2008,2017,TOT,NBA,Jamal Crawford,730,185,22349,4072,9804,2730,6008,1342,3796,2453,2802,243,1290,1533,2327,621,135,1353,1075,11939,.415,.454,.354,.484,.875,.541,/players/c/crawfja01.html,
216,2009,2009,NYK,NBA,Joe Crawford,2,0,23,3,10,2,6,1,4,2,2,1,3,4,1,1,0,0,2,9,.300,.333,.250,.350,1.000,.414,/players/c/crawfjo01.html,
217,2011,2017,TOT,NBA,Jordan Crawford,276,99,6790,1274,3103,952,2076,322,1027,529,641,151,548,699,870,195,22,524,430,3399,.411,.459,.314,.462,.825,.502,/players/c/crawfjo02.html,
218,2008,2009,TOT,NBA,Javaris Crittenton,113,10,1853,229,518,217,466,12,52,125,196,84,192,276,201,59,8,137,148,595,.442,.466,.231,.454,.638,.492,/players/c/crittja01.html,
219,2008,2009,TOT,NBA,Austin Croshere,58,0,557,75,176,48,100,27,76,36,44,44,94,138,39,9,7,28,65,213,.426,.480,.355,.503,.818,.545,/players/c/croshau01.html,
220,2013,2017,TOT,NBA,Jae Crowder,383,186,8897,1193,2741,740,1433,453,1308,574,731,271,1191,1462,538,393,121,302,724,3413,.435,.516,.346,.518,.785,.557,/players/c/crowdja01.html,
221,2010,2017,TOT,NBA,Dante Cunningham,578,149,12385,1533,3255,1405,2862,128,393,328,505,678,1512,2190,408,393,293,297,1045,3522,.471,.491,.326,.491,.650,.506,/players/c/cunnida01.html,
222,2013,2016,TOT,NBA,Jared Cunningham,84,3,605,60,173,41,111,19,62,58,86,6,50,56,39,21,2,32,72,197,.347,.369,.306,.402,.674,.467,/players/c/cunnija01.html,
223,2008,2013,TOT,NBA,Eddy Curry,85,59,1712,323,601,323,601,0,0,205,332,121,187,308,33,14,32,154,199,851,.537,.537,,.537,.617,.570,/players/c/curryed01.html,
224,2010,2010,LAC,NBA,JamesOn Curry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/players/c/curryja01.html,
225,2014,2017,TOT,NBA,Seth Curry,118,51,2742,441,933,253,498,188,435,130,154,34,208,242,257,103,10,128,169,1200,.473,.508,.432,.573,.844,.600,/players/c/curryse01.html,
226,2010,2017,GSW,NBA,Stephen Curry,574,568,19897,4589,9645,2672,5266,1917,4379,1993,2212,405,2097,2502,3917,1028,121,1818,1441,13088,.476,.507,.438,.575,.901,.616,/players/c/curryst01.html,
227,2008,2015,TOT,NBA,Samuel Dalembert,550,447,13191,1716,3340,1715,3332,1,8,725,993,1485,2947,4432,315,260,904,789,1526,4158,.514,.515,.125,.514,.730,.550,/players/d/dalemsa01.html,
228,2008,2012,TOT,NBA,Erick Dampier,273,213,5769,546,867,545,863,1,4,259,432,614,1092,1706,197,78,329,250,661,1352,.630,.632,.250,.630,.600,.639,/players/d/dampier01.html,
229,2008,2011,TOT,NBA,Antonio Daniels,149,72,3217,306,688,267,552,39,136,252,321,28,257,285,519,95,3,154,133,903,.445,.484,.287,.473,.785,.544,/players/d/daniean01.html,
230,2008,2013,TOT,NBA,Marquis Daniels,325,81,6690,974,2225,899,1902,75,323,320,458,261,623,884,493,279,91,359,508,2343,.438,.473,.232,.455,.699,.483,/players/d/daniema01.html,
231,2014,2017,TOT,NBA,Troy Daniels,162,4,2131,350,878,98,258,252,620,59,76,37,157,194,94,37,8,92,176,1011,.399,.380,.406,.542,.776,.555,/players/d/danietr01.html,
232,2014,2015,TOT,NBA,Luigi Datome,55,1,447,77,186,52,107,25,79,9,11,17,58,75,20,8,8,20,35,188,.414,.486,.316,.481,.818,.493,/players/d/datomlu01.html,
233,2008,2009,TOT,NBA,Jermareo Davidson,52,2,433,68,160,68,160,0,0,26,45,31,65,96,14,9,18,22,58,162,.425,.425,,.425,.578,.451,/players/d/davidje01.html,
234,2014,2015,TOT,NBA,Brandon Davies,78,6,998,109,265,99,221,10,44,58,90,76,116,192,58,42,15,64,151,286,.411,.448,.227,.430,.644,.469,/players/d/daviebr01.html,
235,2013,2017,TOT,NBA,Anthony Davis,335,330,11531,2843,5542,2765,5273,78,269,1733,2203,847,2555,3402,590,436,793,595,815,7497,.513,.524,.290,.520,.787,.576,/players/d/davisan02.html,
236,2008,2012,TOT,NBA,Baron Davis,309,273,10211,1774,4377,1313,2904,461,1473,833,1080,242,859,1101,2248,537,152,858,854,4842,.405,.452,.313,.458,.771,.499,/players/d/davisba01.html,
237,2017,2017,MEM,NBA,Deyonta Davis,36,0,238,24,47,24,47,0,0,10,18,20,40,60,2,3,17,8,40,58,.511,.511,,.511,.556,.528,/players/d/davisde01.html,
238,2011,2017,TOT,NBA,Ed Davis,481,94,10036,1365,2428,1365,2427,0,1,548,964,1096,1967,3063,398,255,450,377,1185,3278,.562,.562,.000,.562,.568,.575,/players/d/davised01.html,
239,2008,2015,TOT,NBA,Glen Davis,514,121,10865,1614,3611,1604,3556,10,55,873,1247,731,1505,2236,457,357,173,528,1238,4111,.447,.451,.182,.448,.700,.494,/players/d/davisgl01.html,
240,2012,2012,MEM,NBA,Josh Davis,15,0,130,10,27,6,14,4,13,4,8,16,11,27,6,7,1,3,19,28,.370,.429,.308,.444,.500,.459,/players/d/davisjo02.html,
241,2008,2010,TOT,NBA,Paul Davis,51,2,522,66,167,66,166,0,1,34,46,53,61,114,25,16,10,22,77,166,.395,.398,.000,.395,.739,.443,/players/d/davispa01.html,
242,2008,2010,TOT,NBA,Ricky Davis,154,58,4247,565,1359,379,873,186,486,204,264,74,396,470,397,117,22,259,289,1520,.416,.434,.383,.484,.773,.515,/players/d/davisri01.html,
243,2015,2015,MIA,NBA,Andre Dawkins,4,0,22,1,6,0,0,1,6,0,0,0,2,2,1,0,0,1,3,3,.167,,.167,.250,,.250,/players/d/dawkian01.html,
244,2016,2016,LAC,NBA,Branden Dawson,6,0,29,2,5,2,5,0,0,1,1,2,2,4,0,0,1,0,2,5,.400,.400,,.400,1.000,.460,/players/d/dawsobr01.html,
245,2012,2012,SAS,NBA,Eric Dawson,4,0,39,7,12,7,12,0,0,1,2,5,5,10,0,1,2,3,6,15,.583,.583,,.583,.500,.582,/players/d/dawsoer01.html,
246,2010,2015,TOT,NBA,Austin Daye,293,29,4132,567,1410,379,875,188,535,200,257,143,621,764,212,116,117,204,480,1522,.402,.433,.351,.469,.778,.500,/players/d/dayeau01.html,
247,2013,2014,TOT,NBA,Nando De Colo,119,9,1414,169,394,120,259,49,135,66,79,37,174,211,203,63,12,116,135,453,.429,.463,.363,.491,.835,.528,/players/d/decolna01.html,
248,2014,2017,TOT,NBA,Dewayne Dedmon,224,78,3270,389,681,389,680,0,1,177,265,352,794,1146,71,82,179,162,496,955,.571,.572,.000,.571,.668,.599,/players/d/dedmode01.html,
249,2016,2016,NOP,NBA,Bryce Dejean-Jones,14,11,279,28,69,16,37,12,32,11,21,8,40,48,15,10,2,11,17,79,.406,.432,.375,.493,.524,.505,/players/d/dejeabr01.html,
250,2016,2017,HOU,NBA,Sam Dekker,80,2,1425,203,429,143,242,60,187,38,68,94,191,285,76,39,21,41,83,504,.473,.591,.321,.543,.559,.549,/players/d/dekkesa01.html,
251,2017,2017,ATL,NBA,Malcolm Delaney,73,2,1248,145,388,119,278,26,110,75,93,10,113,123,193,39,1,95,112,391,.374,.428,.236,.407,.806,.456,/players/d/delanma01.html,
252,2008,2013,TOT,NBA,Carlos Delfino,327,164,9023,1183,2950,580,1327,603,1623,355,454,179,1202,1381,717,372,59,389,600,3324,.401,.437,.372,.503,.782,.528,/players/d/delfica01.html,
253,2014,2017,TOT,NBA,Matthew Dellavedova,291,85,6504,648,1648,346,872,302,776,206,248,123,435,558,1085,154,16,370,604,1804,.393,.397,.389,.485,.831,.513,/players/d/dellama01.html,
254,2008,2017,TOT,NBA,Luol Deng,658,642,23198,3718,8320,3127,6584,591,1736,1812,2343,1075,2903,3978,1537,647,311,1068,1082,9839,.447,.475,.340,.482,.773,.526,/players/d/denglu01.html,
255,2012,2013,TOT,NBA,Justin Dentmon,8,0,95,10,30,8,16,2,14,4,6,0,8,8,10,2,0,7,10,26,.333,.500,.143,.367,.667,.398,/players/d/dentmju01.html,
256,2010,2017,TOR,NBA,DeMar DeRozan,595,583,20275,4071,9119,3835,8278,236,841,3078,3718,455,1969,2424,1661,570,163,1148,1348,11456,.446,.463,.281,.459,.828,.533,/players/d/derozde01.html,
257,2017,2017,NOP,NBA,Cheick Diallo,17,0,199,36,76,36,76,0,0,15,21,23,50,73,4,4,7,7,17,87,.474,.474,,.474,.714,.510,/players/d/diallch01.html,
258,2008,2017,TOT,NBA,Boris Diaw,768,373,20506,2786,5682,2349,4420,437,1262,685,942,843,2404,3247,2498,466,332,1341,1518,6694,.490,.531,.346,.529,.727,.549,/players/d/diawbo01.html,
259,2008,2010,TOT,NBA,Yakhouba Diawara,123,37,1437,133,361,60,126,73,235,32,50,50,98,148,67,22,9,35,144,371,.368,.476,.311,.470,.640,.484,/players/d/diawaya01.html,
260,2008,2008,LAC,NBA,Guillermo Diaz,6,0,18,1,4,1,3,0,1,3,5,2,0,2,1,0,0,0,0,5,.250,.333,.000,.250,.600,.403,/players/d/diazgu01.html,
261,2008,2008,LAC,NBA,Dan Dickau,67,8,1040,124,296,88,188,36,108,68,82,13,84,97,172,32,3,55,108,352,.419,.468,.333,.480,.829,.530,/players/d/dickada01.html,
262,2008,2008,CLE,NBA,Kaniel Dickens,5,0,12,1,3,1,3,0,0,0,0,0,1,1,1,0,1,0,1,2,.333,.333,,.333,,.333,/players/d/dickeka01.html,
263,2008,2010,TOT,NBA,Travis Diener,130,21,2126,235,619,114,261,121,358,77,90,32,172,204,381,65,9,76,151,668,.380,.437,.338,.477,.856,.507,/players/d/dienetr01.html,
264,2014,2017,MIN,NBA,Gorgui Dieng,297,185,7884,1012,1979,988,1909,24,70,591,752,671,1470,2141,486,283,367,427,769,2639,.511,.518,.343,.517,.786,.571,/players/d/dienggo01.html,
265,2015,2017,TOT,NBA,Spencer Dinwiddie,105,19,1948,204,525,153,349,51,176,176,226,35,194,229,311,66,29,106,192,635,.389,.438,.290,.437,.779,.508,/players/d/dinwisp01.html,
266,2008,2012,TOT,NBA,Ike Diogu,97,2,1004,186,358,185,356,1,2,123,164,105,152,257,15,13,9,55,139,496,.520,.520,.500,.521,.750,.577,/players/d/dioguik01.html,
267,2008,2013,TOT,NBA,DeSagana Diop,246,34,3325,214,473,214,472,0,1,67,163,353,553,906,120,75,202,147,386,495,.452,.453,.000,.452,.411,.454,/players/d/diopde01.html,
268,2008,2009,TOT,NBA,Juan Dixon,103,6,1484,207,514,152,367,55,147,55,65,23,119,142,215,56,8,124,136,524,.403,.414,.374,.456,.846,.483,/players/d/dixonju01.html,
269,2008,2008,MIN,NBA,Michael Doleac,24,8,257,28,63,28,63,0,0,1,2,16,33,49,7,10,10,12,44,57,.444,.444,,.444,.500,.446,/players/d/doleami01.html,
270,2008,2013,TOT,NBA,Keyon Dooling,335,51,6880,870,2048,577,1264,293,784,444,540,54,413,467,840,209,19,355,532,2477,.425,.456,.374,.496,.822,.542,/players/d/doolike01.html,
271,2009,2015,TOT,NBA,Joey Dorsey,130,26,1488,142,266,142,265,0,1,60,160,198,315,513,55,67,44,86,256,344,.534,.536,.000,.534,.375,.511,/players/d/dorsejo01.html,
272,2008,2009,TOT,NBA,Quincy Douby,101,0,1176,174,445,118,277,56,168,65,71,23,92,115,78,35,17,72,107,469,.391,.426,.333,.454,.915,.492,/players/d/doubyqu01.html,
273,2010,2017,TOT,NBA,Toney Douglas,394,65,7511,1093,2705,649,1449,444,1256,379,460,213,662,875,889,349,30,410,775,3009,.404,.448,.354,.486,.824,.517,/players/d/douglto01.html,
