Rk,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,SALARY
1067,2008,2013,TOT,NBA,Hakim Warrick,376,63,7748,1302,2687,1281,2585,21,102,999,1389,519,1034,1553,295,161,103,407,624,3624,0.485,0.496,0.206,0.488,0.719,0.549,18745142
1068,2008,2008,SAS,NBA,Darius Washington,18,0,146,21,48,17,36,4,12,7,13,4,16,20,15,5,0,14,16,53,0.438,0.472,0.333,0.479,0.538,0.493,154847
1069,2008,2012,TOT,NBA,Darryl Watkins,14,0,169,12,29,12,29,0,0,11,23,13,26,39,3,7,6,15,22,35,0.414,0.414,,0.414,0.478,0.447,109461
1070,2008,2017,TOT,NBA,C.J. Watson,600,104,12093,1516,3617,1045,2354,471,1263,841,1036,218,938,1156,1485,559,67,650,894,4344,0.419,0.444,0.373,0.484,0.812,0.533,22460213
1071,2008,2014,TOT,NBA,Earl Watson,427,162,9957,956,2322,781,1727,175,595,418,577,243,810,1053,2034,383,86,793,854,2505,0.412,0.452,0.294,0.449,0.724,0.486,28028762
1072,2013,2014,TOT,NBA,Maalik Wayns,29,1,211,27,90,20,59,7,31,17,19,1,8,9,29,8,0,15,30,78,0.3,0.339,0.226,0.339,0.895,0.397,217301
1073,2015,2015,SAC,NBA,David Wear,2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,,0,29843
1074,2015,2015,NYK,NBA,Travis Wear,51,1,672,84,209,73,179,11,30,20,26,31,75,106,40,15,11,35,55,199,0.402,0.408,0.367,0.428,0.769,0.451,507336
1075,2009,2011,TOT,NBA,Kyle Weaver,73,19,1379,134,304,92,185,42,119,53,72,34,124,158,119,55,33,80,97,363,0.441,0.497,0.353,0.51,0.736,0.541,1677420
1076,2008,2008,GSW,NBA,Chris Webber,9,8,126,15,31,15,31,0,0,5,12,2,30,32,18,4,6,11,17,35,0.484,0.484,,0.484,0.417,0.482,19602173
1077,2016,2017,TOT,NBA,Briante Weber,27,4,374,39,99,38,84,1,15,14,20,16,35,51,42,21,4,17,28,93,0.394,0.452,0.067,0.399,0.7,0.431,705662
1078,2008,2015,TOT,NBA,Martell Webster,437,221,11085,1362,3222,728,1587,634,1635,720,902,280,1161,1441,502,243,127,417,839,4078,0.423,0.459,0.388,0.521,0.798,0.563,40320463
1079,2009,2016,TOT,NBA,Sonny Weems,183,47,3335,514,1106,480,986,34,120,127,181,88,314,402,257,84,28,198,268,1189,0.465,0.487,0.283,0.48,0.702,0.501,4832923
1080,2008,2008,TOT,NBA,Bonzi Wells,73,7,1562,252,569,240,519,12,50,146,227,84,247,331,97,75,32,103,157,662,0.443,0.462,0.24,0.453,0.643,0.495,2284200
1081,2008,2017,TOT,NBA,David West,734,607,22237,4397,8913,4356,8749,41,164,2034,2476,1269,3685,4954,1846,575,629,1292,1752,10869,0.493,0.498,0.25,0.496,0.821,0.543,84925659
1082,2008,2012,TOT,NBA,Delonte West,253,133,6698,896,2015,693,1466,203,549,347,426,110,593,703,854,286,91,405,410,2342,0.445,0.473,0.37,0.495,0.815,0.532,13202536
1083,2008,2011,TOT,NBA,Mario West,162,9,796,56,125,54,115,2,10,40,71,60,82,142,51,45,8,31,134,154,0.448,0.47,0.2,0.456,0.563,0.493,1585420
1084,2009,2017,OKC,NBA,Russell Westbrook,668,651,22786,5239,12093,4533,9835,706,2258,3972,4829,1110,3039,4149,5293,1153,197,2620,1616,15156,0.433,0.461,0.313,0.462,0.823,0.533,103715492
1085,2009,2014,TOT,NBA,D.J. White,138,11,2111,348,687,347,684,1,3,113,157,117,320,437,80,39,57,65,199,810,0.507,0.507,0.333,0.507,0.72,0.536,5379735
1086,2009,2013,TOT,NBA,James White,61,16,446,53,121,38,78,15,43,11,19,5,43,48,30,14,5,20,46,132,0.438,0.487,0.349,0.5,0.579,0.51,854389
1087,2017,2017,MIA,NBA,Okaro White,35,0,471,33,87,21,53,12,34,20,22,25,57,82,21,10,10,18,52,98,0.379,0.396,0.353,0.448,0.909,0.507,374933
1088,2014,2014,SAC,NBA,Royce White,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,0,1719480
1089,2017,2017,BRK,NBA,Isaiah Whitehead,73,26,1643,204,508,160,359,44,149,91,113,32,152,184,192,42,36,142,175,543,0.402,0.446,0.295,0.445,0.805,0.487,1074145
1090,2011,2017,TOT,NBA,Hassan Whiteside,217,152,5891,1210,2069,1210,2069,0,0,522,855,692,1782,2474,93,131,568,354,570,2942,0.585,0.585,,0.585,0.611,0.602,25360611
1091,2015,2016,IND,NBA,Shayne Whittington,27,0,149,24,53,23,45,1,8,19,25,15,26,41,9,6,3,10,25,68,0.453,0.511,0.125,0.462,0.76,0.531,1352395
1092,2015,2017,MIN,NBA,Andrew Wiggins,245,245,8862,1800,4001,1601,3396,199,605,1196,1573,341,652,993,523,246,126,546,538,4995,0.45,0.471,0.329,0.475,0.76,0.532,17275920
1093,2015,2017,TOT,NBA,C.J. Wilcox,66,0,376,50,135,31,78,19,57,13,16,6,25,31,30,15,4,18,30,132,0.37,0.397,0.333,0.441,0.813,0.465,3479120
1094,2008,2013,TOT,NBA,Chris Wilcox,304,111,5535,942,1710,942,1701,0,9,378,626,454,946,1400,211,157,118,323,709,2262,0.551,0.554,0,0.551,0.604,0.57,23602181
1095,2008,2013,TOT,NBA,Damien Wilkins,370,99,6757,803,1913,682,1541,121,372,401,538,241,618,859,498,243,91,302,582,2128,0.42,0.443,0.325,0.451,0.745,0.495,12418159
1096,2008,2010,TOT,NBA,Mike Wilks,19,0,247,23,48,18,37,5,11,6,8,6,17,23,18,9,0,13,18,57,0.479,0.486,0.455,0.531,0.75,0.553,1403738
1097,2008,2008,LAC,NBA,Aaron Williams,30,5,297,27,55,27,55,0,0,14,18,15,46,61,9,12,15,13,44,68,0.491,0.491,,0.491,0.778,0.54,1890000
1098,2016,2017,PHO,NBA,Alan Williams,57,0,776,148,291,148,290,0,1,79,126,108,222,330,28,31,37,43,140,375,0.509,0.51,0,0.509,0.627,0.541,988921
1099,2008,2017,TOT,NBA,Deron Williams,685,644,23608,4041,9076,3036,6254,1005,2822,2556,3071,277,1881,2158,5715,729,176,2011,1645,11643,0.445,0.485,0.356,0.501,0.832,0.558,133861962
1100,2012,2017,TOT,NBA,Derrick Williams,426,112,8855,1328,3060,1077,2224,251,836,900,1267,351,1341,1692,293,199,108,399,532,3807,0.434,0.484,0.3,0.475,0.71,0.526,30798967
1101,2012,2016,TOT,NBA,Elliot Williams,109,2,1470,193,458,139,284,54,174,97,145,38,123,161,94,45,6,78,158,537,0.421,0.489,0.31,0.48,0.669,0.515,4647474
1102,2008,2011,TOT,NBA,Jason Williams,176,71,3884,422,1043,231,509,191,534,100,121,22,264,286,657,147,9,196,166,1135,0.405,0.454,0.358,0.496,0.826,0.518,13383375
1103,2009,2011,CLE,NBA,Jawad Williams,90,7,1153,127,344,82,200,45,144,41,57,24,109,133,56,22,8,35,109,340,0.369,0.41,0.313,0.435,0.719,0.461,1302535
1104,2012,2012,NJN,NBA,Jordan Williams,43,5,635,77,152,77,152,0,0,43,66,66,90,156,11,21,15,23,61,197,0.507,0.507,,0.507,0.652,0.544,1235799
1105,2008,2008,TOT,NBA,Justin Williams,23,0,123,13,29,13,29,0,0,8,26,20,29,49,0,5,5,4,17,34,0.448,0.448,,0.448,0.308,0.42,862456
1106,2008,2017,TOT,NBA,Lou Williams,691,90,17603,3084,7405,2149,4704,935,2701,2604,3132,263,1286,1549,2155,665,140,1089,1008,9707,0.416,0.457,0.346,0.48,0.831,0.553,50094110
1107,2008,2010,TOT,NBA,Marcus Williams,124,8,1780,219,581,139,352,80,229,76,108,27,171,198,314,58,5,153,101,594,0.377,0.395,0.349,0.446,0.704,0.473,12890
1108,2008,2009,TOT,NBA,Marcus Williams,13,0,39,7,22,7,22,0,0,0,0,4,8,12,3,1,1,0,4,14,0.318,0.318,,0.318,,0.318,12890
1109,2008,2017,TOT,NBA,Marvin Williams,718,604,20760,2735,6153,2035,4200,700,1953,1441,1770,890,2976,3866,941,561,394,665,1362,7611,0.444,0.485,0.358,0.501,0.814,0.549,73852183
1110,2008,2016,TOT,NBA,Mo Williams,555,365,16843,2878,6608,1978,4274,900,2334,1128,1280,250,1226,1476,2784,482,95,1294,1350,7784,0.436,0.463,0.386,0.504,0.881,0.543,61965000
1111,2010,2017,TOT,NBA,Reggie Williams,206,32,3736,599,1313,400,768,199,545,201,268,105,388,493,301,88,13,142,241,1598,0.456,0.521,0.365,0.532,0.75,0.558,7250382
1112,2008,2012,TOT,NBA,Sean Williams,137,29,1978,229,448,229,447,0,1,123,197,183,289,472,47,47,162,120,324,581,0.511,0.512,0,0.511,0.624,0.543,4568640
1113,2008,2015,TOT,NBA,Shawne Williams,268,55,4812,575,1452,319,692,256,760,183,237,214,648,862,198,121,148,173,587,1589,0.396,0.461,0.337,0.484,0.772,0.511,13172582
1114,2008,2012,TOT,NBA,Shelden Williams,280,73,4072,424,911,424,906,0,5,326,445,398,729,1127,119,127,125,208,534,1174,0.465,0.468,0,0.465,0.733,0.53,9304029
1115,2010,2013,TOT,NBA,Terrence Williams,153,9,2922,437,1061,379,878,58,183,153,232,67,478,545,364,83,19,222,199,1085,0.412,0.432,0.317,0.439,0.659,0.466,6940336
1116,2017,2017,TOT,NBA,Troy Williams,30,16,557,73,167,55,105,18,62,21,32,15,54,69,25,27,10,32,60,185,0.437,0.524,0.29,0.491,0.656,0.511,725440
1117,2017,2017,HOU,NBA,Kyle Wiltjer,14,0,44,4,14,0,1,4,13,1,2,4,6,10,2,3,1,5,4,13,0.286,0,0.308,0.429,0.5,0.437
1118,2016,2017,MIA,NBA,Justise Winslow,96,23,2857,275,687,236,536,39,151,109,164,104,393,497,183,94,32,128,236,698,0.4,0.44,0.258,0.429,0.665,0.46,5075160
1119,2014,2017,TOT,NBA,Jeff Withey,197,15,2033,243,458,243,454,0,4,165,230,180,328,508,64,56,153,74,226,651,0.531,0.535,0,0.531,0.717,0.582,2779454
1120,2014,2015,TOT,NBA,Nate Wolters,79,31,1556,190,446,172,377,18,69,61,96,41,142,183,208,43,17,70,85,459,0.426,0.456,0.261,0.446,0.635,0.47,962538
1121,2016,2017,TOT,NBA,Christian Wood,30,0,252,34,76,30,60,4,16,24,36,27,40,67,5,8,13,9,22,96,0.447,0.5,0.25,0.474,0.667,0.523,1180425
1122,2008,2008,HOU,NBA,Loren Woods,7,0,17,3,5,3,5,0,0,0,0,0,1,1,2,0,0,0,2,6,0.6,0.6,,0.6,,0.6
1123,2008,2017,TOT,NBA,Metta World Peace,513,387,15027,2064,5072,1390,3162,674,1910,883,1252,579,1464,2043,1144,715,209,707,1124,5685,0.407,0.44,0.353,0.473,0.705,0.506,45666766
1124,2008,2011,TOT,NBA,Antoine Wright,195,73,4207,478,1167,343,731,135,436,170,239,111,365,476,228,105,59,163,436,1261,0.41,0.469,0.31,0.467,0.711,0.496,6583830
1125,2008,2017,TOT,NBA,Brandan Wright,400,61,6568,1212,1993,1212,1981,0,12,413,611,553,912,1465,186,185,399,194,542,2837,0.608,0.612,0,0.608,0.676,0.627,32089912
1126,2012,2014,TOT,NBA,Chris Wright,32,1,312,44,80,44,79,0,1,30,46,29,36,65,9,14,18,13,39,118,0.55,0.557,0,0.55,0.652,0.589,573604
1127,2013,2013,DAL,NBA,Chris Wright,3,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0.5,0.5,,0.5,,0.5,573604
1128,2016,2017,TOR,NBA,Delon Wright,54,1,675,85,196,70,153,15,43,68,90,24,61,85,88,35,14,41,38,253,0.434,0.458,0.349,0.472,0.756,0.537,3086640
1129,2008,2015,TOT,NBA,Dorell Wright,460,201,10829,1472,3490,863,1843,609,1647,586,722,333,1455,1788,744,370,224,393,664,4139,0.422,0.468,0.37,0.509,0.812,0.544,25000218
1130,2008,2011,TOT,NBA,Julian Wright,231,40,3049,397,795,381,734,16,61,97,166,184,347,531,182,132,69,164,182,907,0.499,0.519,0.262,0.509,0.584,0.522,8466857
1131,2008,2009,TOT,NBA,Lorenzen Wright,35,3,286,16,48,16,48,0,0,6,14,15,48,63,7,7,8,13,48,38,0.333,0.333,,0.333,0.429,0.351,4512275
1132,2013,2016,TOT,NBA,Tony Wroten,145,34,3076,575,1393,491,1030,84,363,370,572,106,257,363,437,137,28,375,268,1604,0.413,0.477,0.231,0.443,0.647,0.488,5852000
1133,2015,2017,BOS,NBA,James Young,89,0,751,72,196,37,69,35,127,23,42,19,75,94,26,24,5,14,54,202,0.367,0.536,0.276,0.457,0.548,0.471,5249520
1134,2016,2017,IND,NBA,Joe Young,74,0,519,88,241,73,172,15,69,31,40,7,60,67,80,19,0,38,35,222,0.365,0.424,0.217,0.396,0.775,0.429,2052342
1135,2008,2017,TOT,NBA,Nick Young,636,193,14989,2690,6423,1777,3993,913,2430,1311,1571,240,1061,1301,649,356,127,670,1212,7604,0.419,0.445,0.376,0.49,0.835,0.534,33499809
1136,2010,2013,TOT,NBA,Sam Young,249,52,3966,560,1266,511,1091,49,175,267,360,163,410,573,180,134,57,204,311,1436,0.442,0.468,0.28,0.462,0.742,0.504,3381716
1137,2008,2017,TOT,NBA,Thaddeus Young,739,509,22594,4326,8656,4028,7746,298,910,1115,1641,1461,2903,4364,1134,1057,295,1065,1613,10065,0.5,0.52,0.327,0.517,0.679,0.537,67937394
1138,2009,2009,LAL,NBA,Sun Yue,10,0,28,3,11,3,5,0,6,0,0,0,0,0,2,1,1,3,10,6,0.273,0.6,0,0.273,,0.273,442114
1139,2014,2017,TOT,NBA,Cody Zeller,279,166,6402,828,1657,826,1644,2,13,581,792,488,1087,1575,362,193,211,282,719,2239,0.5,0.502,0.154,0.5,0.734,0.558,17410113
1140,2013,2013,PHO,NBA,Luke Zeller,16,0,58,9,26,8,21,1,5,0,0,1,9,10,3,0,0,0,5,19,0.346,0.381,0.2,0.365,,0.365,473604
1141,2013,2017,TOT,NBA,Tyler Zeller,340,131,6048,957,1916,957,1910,0,6,470,611,513,974,1487,316,88,203,297,751,2384,0.499,0.501,0,0.499,0.769,0.546,15517295
1142,2017,2017,ORL,NBA,Stephen Zimmerman,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,0.323,0.323,,0.323,0.6,0.346,950000
1143,2017,2017,CHI,NBA,Paul Zipser,44,18,843,88,221,55,122,33,99,31,40,15,110,125,36,15,16,40,78,240,0.398,0.451,0.333,0.473,0.775,0.503,750000
1144,2017,2017,LAL,NBA,Ivica Zubac,38,11,609,126,238,126,235,0,3,32,49,41,118,159,30,14,33,30,66,284,0.529,0.536,0,0.529,0.653,0.547,1034956
